"id","product","price","seller","city","rating","sold"
729,"DK4 seblak instant sajodo snak",22000,"hajar_stores","Bekasi","NaN",0
730,"Mamafuji - Seblak Instan viral (DUTA SEBLAK APPROVED)",65600,"Arinnnnnn","Bandung","NaN",0
731,"Bumbu Baso Aci bumbu boci seblak dan cuanki instan 100 gram",13986,"Ami12store","Kab. Cianjur","NaN",0
732,"Seblak Koko Seblak Instan Non MSG",22000,"Hijab Alila Pusat","Cilegon","NaN",0
733,"styrofam HB seblak/burger hanya pengiriman instan ",480,"twins33","Bandung","NaN",0
734,"Seblak Instan Asli Bandung 250gr",20000,"porsisendiri","Bandung","5",22
735,"SEBLAK MIE SPECIAL/ Seblak Kuah / Seblak Instan",21000,"Budijaya909","Denpasar","NaN",0
736,"Seblak Instan",5500,"asnies olshop","Kab. Bandung","5",70
737,"K1Z   Nangkring Seblak - Kuah Asam Manis Authentic Gurih Seblak Instan",27168,"dana02229","Tangerang","NaN",0
738,"Seblak Instant",15000,"addibaghir store","Depok","NaN",0
739,"seblak kuah seblak instan murah meriah rasa terjamin mantap",5500,"Albarokah Food","Kab. Bandung Barat","NaN",0
740,"Soun Seblak Geprek Instan Sami Raos Pedasnya Juara",22000,"Warungazlan08","Metro","NaN",0
741,"[PROMO!] SEBLAK INSTAN SIAP SAJI TERENAK TERMURAH BY @NYEMIL.SAJI",20000,"AD PETSHOP","Jakarta Pusat","NaN",0
742,"Paket Hemat SEBLAK Instan 10pcs / Seblak Instan Homemade / Seblak Bilqis",91000,"Suka Bikin Jajan","Kediri","NaN",0
743,"Cheebhot Seblak Instan | Snack Cemilan Enak Tinggal Seduh",17000,"TCshopku","Bandung","NaN",0
744,"seblak instan",5000,"WEPTILIA","Bandung","NaN",0
745,"SEBLAK MERCON BY NYAI MERCON SEBLAK INSTAN SIAP SANTAP",22000,"WiwiBeautyCare","Bekasi","NaN",0
746,"seblak instan RATOS berat 100 gr",16000,"PETY FROZEN","Palembang","NaN",0
747,"Seblak Instan",4859,"Tiziricraft","Kab. Malang","NaN",0
748,"Seblak Cobek Instant / Seblak Jadul",6500,"'Cemilan Aqila","Kab. Bekasi","NaN",0
749,"seblak instan",12000,"Haikal Gallery1","Jakarta Barat","NaN",0
750,"Bakso Aci, Cuanki, Seblak Instan murah pedas nampol",8500,"Claire lacrissa","Kab. Klaten","NaN",2
751,"Seblak Instan Pedas isi 5",27500,"asnies olshop","Kab. Bandung","5",21
752,"Yemmyi Official Mamafuji - Seblak Instan viral (DUTA SEBLAK APPROVED)",49000,"Yemmyi Official","Jakarta Pusat","NaN",0
753,"READY Seblak Instan baim kemasan komplit",20500,"yjahustore","Bekasi","NaN",0
754,"T05. Seblak instan komplit / seblak instan murah",6000,"toko warrti","Bekasi","NaN",0
755,"SEBLAK KRUPUK INSTANT - Rasa Soto | Ayam Bawang | Original",1900,"IHDA STORE","Bandung","NaN",0
756,"SEBLAK INSTAN",6200,"tsabit colection","Kab. Garut","NaN",5
757,"SEBLAK INSTAN ASELI GARUT",6500,"familly_official","Kab. Garut","NaN",0
758,"LGS Seblak Instan Komplit Pedas Gurih Nikmat",9000,"MARSLIK OFFICIAL","Bandung","NaN",0
759,"Seblak Basah Instan Mommy Rasa Pecel",13600,"Mommy_Indo","Cimahi","NaN",0
760,"Seblak Instant Siap Masak",5000,"dodolan_jogjaa","Kab. Sleman","NaN",0
761,"SEBLAK INSTAN SNACK MAMA | SEBLAK JELETOT",5750,"Dapur Nayyara","Kab. Kulon Progo","NaN",0
762,"Parayu Food - Paket Bundling Mama - 5 Baso Aci + 5 Seblak Instant",286000,"Home kitchen_","Jakarta Timur","NaN",0
763,"seblak instan ekonomis murah",5000,"geraiAlam","Kab. Sragen","NaN",0
764,"1 Porsi Snack SEBLAK INSTAN kemasan pouch ALL VERSION by GR",4450,"gaiarasa","Kab. Garut","NaN",0
765,"BUMBU CABE SEBLAK INSTAN JAKARTA 1928",1000,"SEBLAK JAKARTA 1928","Jakarta Timur","NaN",0
766,"Seblak instan komplit pedas nikmat instan",9000,"embunshop90","Jakarta Barat","NaN",0
767,"(T)erpopule(R) Seblak Instan Gundik Isi 10",80000,"falguni296","Jakarta Utara","NaN",2
768,"READY SEBLAK INSTAN KHAS GARUT KOMPLIT BUMBU DLL ENAK GURIH PEDAS MURAH MERIAH GUYS",12000,"kuliner subuh","Jakarta Selatan","NaN",0
769,"Seblak Instan Komplit Paket 12 bungkus",84000,"RR Bag II","Jakarta Barat","NaN",0
770,"seblak instan",5000,"jajananlangka","Depok","NaN",0
771,"Seblak Instan enak lezat /seblak murah",16899,"Alruby","Jakarta Timur","NaN",0
772,"makanan seblak instan murah lengkap dengan bumbu",7000,"cemilancollection","Kab. Garut","NaN",0
773,"seblak instan mie",12000,"toko el vina","Jakarta Pusat","NaN",0
774,"Seblak Basah Instant Mommy Rasa Rendang",13600,"Mommy_Indo","Cimahi","NaN",0
775,"Seblak Instan Mommy Rasa Original",13600,"Mommy_Indo","Cimahi","NaN",0
776,"seblak instant komplit",18500,"pempek dzahin","Depok","NaN",0
777,"seblak instan",11000,"rens classic","Kab. Wonosobo","NaN",0
778,"seblak instan jeleger pedas bumbu basah plus bonus sukro cikur",4999,"OlShopSyifaGarut","Kab. Garut","NaN",0
779,"seblak instan",17000,"Rochmah Olshop","Malang","NaN",0
780,"Seblak Instan Anaby Termurah",10000,"Anaby_shop","Depok","NaN",0
781,"SEBLAK INSTAN KEMASAN BOX",13000,"ngenyooh_snack","Kab. Garut","NaN",2
782,"gurilem seblak instan murah",7000,"cemilancollection","Kab. Garut","NaN",0
783,"seblak baso aci komplit seblak instan porsi banyak",12500,"Raisa_Colection","Kab. Garut","NaN",0
784,"seblak instant komplit",11500,"MJJ303","Kab. Mojokerto","NaN",0
785,"Order Instan & Sameday Cuanki lidah 150 pcs - toping seblak baso Aci",78000,"Toserba Rice","Jakarta Timur","NaN",0
786,"Seblak Sultan instant",14000,"Sultan Meat Shop","Medan","NaN",0
787,"Seblak Instan Premium Bangsatria",21000,"Foodstocks","Jakarta Selatan","NaN",100
788,"Kylafood Seblak Rempah Autentik 115gr, Seblak Instan Halal",13500,"Brother Meat Shop","Jakarta Selatan","NaN",250
789,"Paket Isi 6 Cuanki Instan Lakoca | Latagor | Seblak | Makaroni",93840,"Lakoca Official Shop","Cimahi","NaN",50
790,"Seblak Instant Viral Khas Sajodo Snack & Food",24500,"Foodstocks","Jakarta Selatan","NaN",4
791,"Paket Mix Cuanki Instan,Baso Aci Mix,Seblak Mie Dan Cuanki Mie",52500,"Errytore","Jakarta Selatan","NaN",0
792,"seblak instan komplit pedas samblek murah  + baso seafood",15900,"gosamblek","Kab. Bogor","NaN",0
793,"Paket Usaha 12 Bungkus Seblak Instan",85000,"Yanzzp","Kab. Garut","NaN",0
794,"PAKET ICIP 3 PCS SEBLAK INSTAN CIKUR PEDAS KUAH KALDU FOOD PEDAS SAMBAL",14999,"sumber rezeuki","Kab. Garut","NaN",0
795,"Seblak Basah Instant Mommyindo rasa Iga Bakar",14000,"Minimart Unik","Pekanbaru","NaN",1
796,"Seblak instan komplit / seblak instan murah",5000,"ismileusa_id","Kab. Bandung","NaN",1000
797,"Paket Isi 6 Cuanki Instan Lakoca | Batagor Instan | Seblak Basah GFS",93840,"Lakoca Official Shop","Cimahi","NaN",100
798,"Seblak Hot Spicy By Bapper Food / Seblak Instant Khas Bandung",19110,"Foodstocks","Jakarta Selatan","NaN",250
799,"Paket Isi 4 Batagor Instan | Makaroni Basah | Seblak Basah",64906,"Lakoca Official Shop","Cimahi","NaN",30
800,"Seblak Instant Basranger Extra Pedas Daun Jeruk Porsi Banyak",16625,"Foodstocks","Jakarta Selatan","NaN",25
801,"Seblak Instan Jajanan Lokal 12 Original + 12 Iga Bakar Combo",500000,"DenaMae","Medan","5",11
802,"Produk Seblak Instan Barang Berkwalitas",69000,"NOEE'STORE","Bandung","NaN",0
803,"seblak instan",10000,"seblak_kemped","Kab. Indramayu","NaN",0
804,"Seblak Abdullah Instan mini pack",8000,"AlFurqonCell","Kab. Purworejo","NaN",0
805,"SEBLAK INSTAN MERCON TERMURAH",6000,"IQMART","Bekasi","NaN",0
806,"seblak instan / seblak topping bakso dan sosis",12500,"Kamara-Jajanan","Kab. Bogor","NaN",0
807,"seblak instan / seblak instan komplit",12500,"Kamara-Jajanan","Kab. Bogor","NaN",0
808,"SEBLAK INSTAN BANDUNG TERMURAH",4500,"MD123","Tasikmalaya","5",1
809,"Seblak Instan By Basranger",20000,"For Your Daily","Kab. Bandung Barat","NaN",0
810,"Paket Hemat 10pcs gratis 1 Seblak Instant Kacida Cikurna",63900,"'Cemilan Aqila","Kab. Bekasi","NaN",0
811,"Indomie Mie Goreng Rendang Empal Gentong Iga Penyet Mie Aceh Kebab Rendang Ayamg Panggang Rica-rica Soto Soto Special Soto Lamongan Kari Ayam Ayam Bawang Ayam Special Kaldu Ayam Soto Banjar Seblak Hot Jeletot Cabe Ijo Mie Instant 5 Pcs",27500,"Toko-SRF","Jakarta Selatan","NaN",8
812,"Mie Seblak Geprek Sami Raos Khas Garut Seblak Instant Kekinian 160gr",18900,"Foodstocks","Jakarta Selatan","NaN",100
813,"SEBLAK INSTAN MANG MUSS",14999,"Seblak Mang Muss","Tasikmalaya","NaN",750
814,"Seblak Instant Basranger Extra Pedas Daun Jeruk (200gr)",19700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",100
815,"Seblak Basah Instant Pedas / Extra Pedas",20000,"kualikika","Kab. Tangerang","5",40
816,"seblak instan komplit C'mae",8000,"d'yanarose cookies","Bandung","NaN",0
817,"Seblak Kuah Instan by Good Cemilan",4998,"Toko Good Cemilan Purwakarta","Kab. Purwakarta","NaN",0
818,"seblak instant komplit murah",5999,"Jipastry","Kab. Bandung Barat","NaN",0
819,"Seblak Basah Instan Mommy Paket 12 cup",148800,"Mommy_Indo","Cimahi","NaN",0
820,"Dicari SEBLAK COET INSTAN TERLARIS NO.1 SEBLAK COCOL VIRAL ALA RAFAEL",14700,"Galang phone","Bandung","NaN",0
821,"SEBLAK BASO ACI ISI 10 PCS TERMURAH Pedas Instan Food Bawang Mie",32000,"sumber rezeuki","Kab. Garut","NaN",0
822,"SEBLAK INSTANT MURAH HOMEMADE",3699,"dakar_ofc","Kab. Mojokerto","NaN",0
823,"Seblak instan/seblak menoor varian EXTRA PEDAS",13000,"SEBLAK MENOOR","Kab. Bojonegoro","NaN",0
824,"Seblak basah Instant Mommyindo rasa Rica",14000,"Minimart Unik","Pekanbaru","NaN",1
825,"Yummi! seblak box pedas instan -",9000,"GitaGeofani","Semarang","NaN",0
826,"Mie Seblak Geprek Sami Raos Khas Garut Seblak Instant Kekinian 160gr",20700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",100
827,"Kylafood Seblak Rempah Autentik isi (5pcs)",64500,"kylafood","Bandung","NaN",500
828,"Seblak Basah Instan Good Friend (90gr)",17700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",50
829,"SEBLAK BANTAT PEDAS CIKUR 200gr",15000,"KRACemils","Kab. Bandung","NaN",0
830,"lumpia seblak / seblak crispy",16000,"Ratih Frozen Food","Depok","NaN",0
831,"SEBLAK INSTAN HomeMade ENAK PEDAS BUMBU Premium Original KunayFood Halal Bandung",15000,"Kunay Official","Bandung","NaN",0
832,"Seblak Instan Viral",12000,"STEPOUT CO","Jakarta Timur","NaN",0
833,"seblak instan komplit pedas samblek murah  + baso urat",15900,"gosamblek","Kab. Bogor","NaN",0
834,"Indomie Mi HYPE Abis Seblak Hot Jeletot 1 Dus Mi Instan 1 Karton 40 pcs 90 gr Mie Instant",150000,"Mitra Pratama Groceries","Tasikmalaya","5",1
835,"seblak instant komplit pedas samblek Ori",7900,"gosamblek","Kab. Bogor","NaN",0
836,"Seblak Instan Enak dan Praktis Original",14500,"Tokbray (Toko Bray)","Bandung","NaN",0
837,"Seblak Instant NUTRIOUZ",12000,"Nutriouz","Bandung","NaN",0
838,"seblak basah instant mommyindo rasa rendang",14000,"Minimart Unik","Pekanbaru","NaN",1
839,"seblak instan komplit - seblak instan satu porsi - seblak basah.",12000,"yshbubu","Jakarta Selatan","NaN",0
840,"seblak instan ekonomis",5000,"razkha shoP","Cimahi","5",80
841,"cabe rawit bubuk sachet seblak baso aci cuanki instant",350,"CUANKI CULAMETAN","Kab. Garut","4.9",3000
842,"SEBLAK INSTAN JAKARTA 1928",5000,"SEBLAK JAKARTA 1928","Jakarta Timur","NaN",0
843,"Seblak Mie Instan",5000,"Cemilan Malang","Malang","4.5",60
844,"SEBLAK INSTAN WENAK POLLL",6500,"sinarabadi21","Kab. Badung","NaN",0
845,"BUMBU SEBLAK&BASO ACI INSTAN 100 Gram TERMURAH",8000,"Baby Yumna Store","Kab. Sidoarjo","NaN",0
846,"Yummi! seblak instan |  | seblak jeletot -",8000,"GitaGeofani","Semarang","NaN",0
847,"PAKET 120 PCS Seblak Mommy Indo / Seblak Instan",1645000,"DONOWARKOP45","Jakarta Timur","NaN",0
848,"seblak instan komplit pedas samblek murah  + sosis",10900,"gosamblek","Kab. Bogor","NaN",0
849,"seblak instan",4500,"NadaRakha Store","Jakarta Barat","NaN",0
850,"seblak instan gurih pedass HOTT TERLARIS TERMURAH",8000,"KANAYA NUR RIZKIYA","Kab. Garut","NaN",0
851,"MIE SEBLAK GEPREK INSTAN SAMIRAOS/PCS",19000,"DIANMARKET2","Jakarta Barat","NaN",0
852,"seblak instan/seblak instan murah/seblak menoor",4950,"SEBLAK MENOOR","Kab. Bojonegoro","5",0
853,"Seblak Si Jenong Instan",15000,"Tin Tin store","Bekasi","NaN",0
854,"Lakoca GFS Seblak Basah Instan",15000,"by DAMAY","Kab. Sidoarjo","NaN",0
855,"12 Bungkus Mix Baso Aci isi 6 pcs X Seblak Instan isi 6 pcs",31500,"sumber rezeuki","Kab. Garut","NaN",0
856,"basranger seblak extra pedas cemilan instan praktis murah halal",97005,"lilis_2","Tangerang Selatan","NaN",0
857,"seblak instan",8500,"Makaroni Balikpapan","Balikpapan","5",9
858,"PAKET MIX CUANKI INSTAN,BASO ACI MIX,SEBLAK MIE DAN CUANKI MIE",62000,"Henzo Food","Jakarta Barat","NaN",0
859,"Seblak Basah Instan Mommy Paket 3 cup",39900,"Mommy_Indo","Cimahi","NaN",0
860,"SEBLAK SOUN GEPREK INSTAN SAMIRAOS/PCS",19000,"DIANMARKET2","Jakarta Barat","NaN",0
861,"CHEEBHOT INSTAN CUANKI, MIE BAKWAN, SEBLAK",20000,"JAGOWARUNG","Bandung","NaN",6
862,"Order Instan & Sameday Cuanki Lidah 150 Pcs - Toping Seblak Baso Aci Bakso Cuanki Mie Instan Best Seller",72000,"lizaayustore","Bogor","NaN",0
863,"Seblak instan terlezat mie seblak instan",12000,"ElShiShop","Kab. Bandung Barat","5",10
864,"Bumbu Racik Instan Baso Aci dan Seblak Berat 250 Gram",17999,"Baso Aci Ayang","Kab. Garut","NaN",0
865,"SEBLAK INSTAN | SEBLAK INSTAN HOMEMADE SUPER LENGKAP",27972,"seblaksihh","Kab. Kuningan","NaN",0
866,"Kylafood Seblak Cup isi 2 pcs",31800,"kylafood","Bandung","NaN",100
867,"Batagor Aisha Frozen - Full Pangsit",26000,"Siomay Aisha Frozen","Depok","NaN",4000
868,"Kylafood Seblak Mie Baso Sapi Play",27500,"kylafood","Bandung","NaN",500
869,"Baso Kampung Bapper Komplit Extra Mie Kuning Khas Bandung",28500,"Foodstocks","Jakarta Selatan","NaN",2
870,"Kylafood Paket 4Seblak Cup  + 1basreng pedas + 1Seblak Autentik (Free)",79500,"kylafood","Bandung","NaN",5
871,"Mie kecil homemade DENGAN BUMBU MIE BANDUNG ACHEN mentah mie frozen yamin yamien 100%halal",10000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",0
872,"Kylafood Paket Seblak Cup isi 4 pcs",63600,"kylafood","Bandung","NaN",100
873,"Mie kecil homemade tanpa bumbu MIE BANDUNG ACHEN mentah mie frozen yamin yamien 100%halal",7000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",1
874,"Kylafood Mix Pentol Kuah dan Seblak Original",50000,"kylafood","Bandung","NaN",70
875,"Walang / Belalang Goreng Simeut Abah Geyot",19999,"Gerai Singawada","Kab. Majalengka","NaN",1000
876,"Seblak instan cuanki(khas ruby_snack Tasikmalaya)",11500,"darni77","Kab. Sidoarjo","NaN",0
877,"seblak instan pedas varian",7500,"uniserda","Kab. Blitar","NaN",0
878,"Seblak instan by ChancyFood",10000,"Muna Toserba","Kediri","NaN",0
879,"Seblak instan satuan",5250,"Seblakinstanku","Depok","NaN",0
880,"seblak instan komplit pedas samblek murah ",8900,"gosamblek","Kab. Bogor","NaN",0
881,"Kylafood Paket Paket 2 Seblak Cup + 4 Seblak Autentik",83400,"kylafood","Bandung","NaN",25
882,"sagu mini / okesnack",13000,"oke snack","Jakarta Selatan","NaN",250
883,"Kylafood Seblak Kwetiaw",23500,"kylafood","Bandung","NaN",4000
884,"cemilan keripik tahu",30000,"oke snack","Jakarta Selatan","NaN",250
885,"Kylafood Seblak Mie Baso",27500,"kylafood","Bandung","NaN",4000
886,"Seblak instan Colem",23000,"QIANA GROSIR","Kab. Karawang","NaN",0
887,"CIKUR SEBLAK INSTAN JAKARTA 1899",2000,"SEBLAK JAKARTA 1928","Jakarta Timur","NaN",0
888,"Bumbu Instan Ceumicin Baso Aci Seblak Cuanki",12000,"ceumicin","Kab. Garut","5",7
889,"Seblak Bandung || Seblak Instan Bandung || Seblak Instan enak",8999,"Dzia Store","Tasikmalaya","NaN",1
890,"SEBLAK BARAKA INSTANT CUP ",25000,"Rakopenstore","Kab. Bantul","NaN",0
891,"Seblak Jadoel Sambel Hedjo Samiraos Original | Seblak Instan Pedas",18500,"Yosha Shop","Jakarta Timur","NaN",0
892,"CL1NGY.   Seblak Instan Pedas Home Made",5050,"RidabGresdikazim","Surabaya","NaN",0
893,"Seblak Update Instan gurih lezat enak banget",15400,"Alruby","Jakarta Timur","NaN",0
894,"Paket  Hemat 12 Bungkus Baso Aci, Seblak, Cuanki | Makanan Instan | Halal",94200,"Farma Collection","Kab. Tangerang","NaN",0
895,"Seblak Instan Isi Banyak Dan Lengkap",57500,"Gorou","Palembang","NaN",0
896,"Emping Balado 130g",13599,"oke snack","Jakarta Selatan","NaN",250
897,"Kylafood Seblak Rempah Autentik Isi (24pcs)",309600,"kylafood","Bandung","NaN",14
898,"jagung marning 250 gr",16000,"oke snack","Jakarta Selatan","NaN",500
899,"Kylafood Seblak Kwetiaw play",23500,"kylafood","Bandung","NaN",500
900,"cemilan chesstick special 250 gr",25000,"oke snack","Jakarta Selatan","NaN",500
901,"Paket Reseller (Pouch Kecil, Isi 20 Pcs) Baso Aci, Cuanki, Seblak Instan",148000,"Gorou","Palembang","NaN",0
902,"Seblak Instan Seblak Sejoli Pedas dan Halal",20000,"Hobiku Food","Bogor","NaN",0
903,"CAMILAN INSTAN | BASRENG PEDAS | CIRENG PEDAS| SEBLAK PEDAS",20000,"SPEEDS_SPORT_SBY","Surabaya","NaN",0
904,"Seblak Cuanki - Seblak Instan",19008,"Seblak Gobyos Food","Kab. Sidoarjo","NaN",0
905,"Bumbu baso aci, cuanki ,seblak instan sachet",400,"BOCI CULAMETAN","Kab. Garut","NaN",3
906,"seblak instant komplit murah - Seblak asli jawa barat cikur asli",8000,"Terkenang Project","Kab. Purwakarta","NaN",0
907,"Seblak Komplit Instan Ibu Abang Kitchens",6000,"IbuAbangKitchen","Jakarta Timur","NaN",0
908,"5 BUNGKUS SEBLAK INSTAN PAKET HEMAT BANGSATRIA (Seblak Seuhah Mantap)",90000,"RR Bag II","Jakarta Barat","NaN",0
909,"seblak bapper instan",18000,"syadeanshop","Jakarta Selatan","NaN",18
910,"Sale - Seblak Instan Isi 10 Bungkus - Yoniki Seblak",81000,"ALISTER SH0P","Denpasar","NaN",0
911,"Kylafood Seblak karuhun",13500,"kylafood","Bandung","NaN",5000
912,"cemilan moggi coklat",10000,"oke snack","Jakarta Selatan","NaN",100
913,"Kylafood Seblak Rempah Autentik isi (10pcs)",129000,"kylafood","Bandung","NaN",100
914,"Mie Lebar homemade tanpa bumbu MIE BANDUNG ACHEN mentah mie frozen yamin yamien 100%halal",8000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",0
915,"Kylafood Mix Fav Selebgram Seblak Original & Batagor kuah",50000,"kylafood","Bandung","NaN",250
916,"Seblak kuah dan kering instan 200gr",15000,"Ogan bumbu kering","Kab. Deli Serdang","NaN",0
917,"SEBLAK LEVEL INSTAN BY RONA CORNER",13500,"Fillearona store","Kab. Semarang","NaN",0
918,"bumbu kuah baso aci, seblak, mie bakso, cuanki instan sachet kemasan e",500,"CuankiCulametan","Kab. Garut","4.8",2000
919,"= TERCIDUK - PAKET (3 BUNGKUS) SEBLAK INSTAN KUAH CIKUR REMPAH KHAS BANDUNG =",44000,"HERBAL NAOMI","Jakarta Selatan","NaN",0
920,"Seblak Instan Cikur Mahima",18000,"Toko Online Mahima","Cimahi","5",5
921,"Seblak Uleg instan ala Mamang Rafael gurih lezat enak banget",12990,"Alruby","Jakarta Timur","NaN",0
922,"Seblak Instan Original Murah Merk Cak Mad Snack Plus Mie Krupuk",4999,"Mifasimea Shop","Kab. Mojokerto","NaN",0
923,"Seblak Instan Komplit Bumbu Basah Enak / Seblak Instan Snack",9700,"Sovhia Laurenza","Jakarta Barat","NaN",0
924,"seblak instant komplit bumbu murah ~ bisa cod [PROMO]",3985,"Rm Store by mi","Jakarta Barat","NaN",0
925,"Seblak Termurah /Instan/ Premium / Jeletet/Cod (**)",20000,"Sriyani9843","Semarang","NaN",0
926,"SEBLAK instant TERMURAH",6000,"binbond store007","Bandung","NaN",0
927,"seblak instan komplit lengkap",6750,"Rizky cjdw","Kab. Jombang","NaN",0
928,"READY SEBLAK INSTAN JELETOT JAJANAN HITZ BANDUNG GROSIR",10500,"yjahustore","Bekasi","NaN",0
929,"Seblak instan ""donatmieku""",15000,"donatmieku_sby","Surabaya","5",14
930,"Seblak Instan Kemasan",18000,"Cireng Kamsia Food","Bandung","5",6
931,"Seblak Instan",20000,"Edelweis Galery Shop","Kab. Bekasi","NaN",0
932,"12 Bungkus Mix Baso Aci isi 6 pcs X Seblak Instan isi 6 pcs",69875,"@INKA","Magelang","NaN",0
933,"SEBLAK INSTAN | SUTUY SEBLAK KWETIAU | SEBLAK PEDAS | SEBLAK INSTANT",14590,"SnackHero","Kab. Bandung","NaN",1
934,"BlueAcc SEBLAK INSTAN MANG MUSS",25000,"Blue Accesoriees","Jakarta Barat","5",4
935,"Seblak Kuah Instant",6000,"Dapur Berkah Anaya","Kab. Garut","5",9
936,"Seblak Instan - Gurih, Pedas, dan Praktis jaya makmur 2",35999,"ud.jaya makmur 2","Kab. Gresik","NaN",0
937,"Seblak Koko CUP Seblak Koko Instan No MSG",23000,"Hijab Alila Pusat","Cilegon","NaN",3
938,"seblak instan",15000,"sulis toko 6","Semarang","NaN",0
939,"Seblak garut instan",10000,"""khesya Shop""","Kab. Sukoharjo","NaN",0
940,"seblak instan home made",5500,"CV_MAZ_FOOD_AMALIA","Kab. Sidoarjo","4.7",70
941,"Seblak geprek instan",14499,"Noar","Bandung","5",2
942,"Seblak Frozen Food Khas Kota Sukabumi Ala Salira Snack | Seblak Instan",5452000,"abdulmarrt","Tangerang","NaN",0
943,"Seblak Instant Original Cihuy Premium Lezat | Seblak Instan Komplit",12000,"Bawang Goreng Onionara","Depok","NaN",0
944,"seblak instan cup 85grm hot",32900,"ibuzhafran","Tangerang Selatan","NaN",0
945,"SEBLAK BANDUNG ASLI-SEBLAK INSTAN",26000,"hutomo155","Tangerang Selatan","5",2
946,"Seblak instant ",11224,"arjuna shop1","Bandung","5",6
947,"SEBLAK KAMPUNG SEBLAK INSTAN - @bacitul.rangu",20000,"ayularenzashop","Kab. Bandung","5",7
948,"SABRINA SEBLAK INSTAN FRESH REMPAH",10000,"SABRINA SEBLAK","Kab. Sumedang","NaN",0
949,"seblak instan (APG93)",8000,"BraisOlalla","Surabaya","NaN",0
950,"Cilok Merapi Seblak Cilok Kuah Instan 200gr",20000,"Cilok Merapi","Bandung","NaN",0
951,"Baso Aci Bapper Tulang Rangu Original Asli Bandung 220gr",25800,"Foodstocks","Jakarta Selatan","NaN",2000
952,"cemilan phang phang 250",17000,"oke snack","Jakarta Selatan","NaN",500
953,"Baso Aci Instan Cuanki Murah baso aci khas bandung MIE BANDUNG ACHEN",5000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",7
954,"Jelly Cendol Dawet Kecebong Hijau 500 Gram | Instan Siap Saji | Tanpa Perlu Dimasak | Untuk Topping Minuman | Popping Boba Nata Jelly",21980,"Popping Boba Nata Jelly","Bandung","NaN",6
955,"Cilokba Black Hot (Sambel Ireng) Cilok Baso Bakso Aci Bapper",16800,"Foodstocks","Jakarta Selatan","NaN",70
956,"Cendol Keju 50 g",6500,"oke snack","Jakarta Selatan","NaN",500
957,"Lumpia Semarang Vacuum *Halal* - Luar Jakarta",83600,"LumpiaSemarang.JKT","Jakarta Selatan","NaN",750
958,"Mie Lebar homemade FULL BUMBU DAN DAGING MIE BANDUNG ACHEN mie frozen yamin yamien 100%halal",21000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",5
959,"Siwang Jafit Terasi Bawang",25000,"Gerai Singawada","Kab. Majalengka","NaN",30
960,"Mie kecil homemade FULL BUMBU DAN DAGING MIE BANDUNG ACHEN mie frozen yamin yamien 100%halal",20000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",10
961,"Chee-Bhot - Cuanki Seblak Mie Bakwan Instan - 100g CheeBhot",16500,"Elkarozki","Kab. Sleman","NaN",0
962,"seblak instan",12000,"TOKO BERKAH SPAREPART","Jakarta Selatan","NaN",0
963,"Keju Aroma Sajodo SEBLAK INSTANT VIRAL Keju Aroma Cikur Kripik Tempe",17300,"NomeL Shop","Surabaya","4.9",50
964,"Seblak Terciduk Instant",12000,"Yellowssnack","Batu","4.5",4
965,"INDOMIE MIE KUAH INSTANT RASA SEBLAK HOT JELETOT 75 GR",2990,"Hyfresh Bojongsari","Depok","5",25
966,"Soun Seblak Geprek SAMI RAOS Khas Garut - Soun Seblak",18900,"Foodstocks","Jakarta Selatan","NaN",90
967,"Mie lebar homemade DENGAN BUMBU MIE BANDUNG ACHEN mentah mie frozen yamin yamien 100%halal",11000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",0
968,"Snack Benteur Crispy Cemilan Ikan",26500,"Gerai Singawada","Kab. Majalengka","NaN",30
969,"Geli Food Mie Goreng Seblak Jontor",18900,"Foodstocks","Jakarta Selatan","NaN",0
970,"Kopi Bubuk Arabika Natural Majalengka",38000,"Gerai Singawada","Kab. Majalengka","NaN",7
971,"seblak rafael instan",10000,"AULA FASHION","Kab. Klaten","NaN",0
972,"paket komplit cuanki instan 5pcs, seblak 3pcs, boci mini 3pcs",55000,"cemilanindonesia22","Kab. Garut","NaN",0
973,"Terlaris Seblak Mommy Instan",25000,"Andre34","Bandung","NaN",0
974,"Bumbu Seblak Instan Tins Kitchen Premium Non MSG",53000,"Graha Hidroponik","Kab. Bandung Barat","NaN",7
975,"SEBLAK BANDUNG ASLI-SEBLAK INSTAN",34000,"darni77","Kab. Sidoarjo","NaN",0
976,"Camilan Seblak Instan Baso Aci SOACI Pedas",20700,"Friendship Snack","Tangerang Selatan","5",2
977,"[SEBLAK MINI] Seblak instan mini/seblak mini Koma Snack",8991,"@VHIT","Jakarta Pusat","NaN",0
978,"Seblak instant",15000,"Mili Shop Bandung","Bandung","5",6
979,"Mur4h baso aci special telor daging, boci, bakso aci, cuanki, seblak instan",13000,"endays","Jakarta Barat","NaN",0
